HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,date
-0.03893579104592302,0.045245685030195354,-0.5975596314199106,-0.38797833793031256,0.6974789805263818,0.4354398715870193,1.0177178516333323,2016-07-01 00:00:00
-0.38366313115592215,-0.4659692095285668,-0.7517872455840193,-0.9918993992002454,0.6998491873385391,0.4240935805510612,0.8849569094274462,2016-07-01 01:00:00
-0.3435631128523688,-0.2102527171425531,-0.6690974087997874,-0.5032632153567845,0.19672606851621188,0.28049201506072696,0.8280715934275419,2016-07-01 02:00:00
-0.2473800949335915,-0.08250341210469476,-0.6564034669836704,-0.36114464724942885,0.47252807585282786,0.4240935805510612,0.5814968826256898,2016-07-01 03:00:00
-0.3275804966239873,-0.1738464126378456,-0.6643520586299811,-0.29919542250732534,0.1829359938354404,0.28049201506072696,0.4297451362832361,2016-07-01 04:00:00
-0.45582439882126063,-0.283283416365233,-0.6929434100202596,-0.4234249688047833,0.1829359938354404,0.28049201506072696,0.31593136768726965,2016-07-01 05:00:00
-0.23934096090853418,-0.10081571341516565,-0.5609601763383708,-0.1481321855289837,0.1829359938354404,0.28049201506072696,0.27803669118043656,2016-07-01 06:00:00
-0.2072800766300381,-0.2102527171425531,-0.5975596314199106,-0.37008900018834057,0.18983105686188548,0.28049201506072696,0.2590460516873656,2016-07-01 07:00:00
-0.7283904712659219,-0.8311224977390005,-0.8726187592838626,-1.3380857601570608,0.17841113762115268,0.28049201506072696,0.2400555768377918,2016-07-01 08:00:00
-0.2955192472622022,0.35568057532841924,-0.55301158469206,0.5356269643269138,0.017670295471378744,0.28049201506072696,0.20211759909130417,2016-07-01 09:00:00
-0.5360244354283674,-0.5937183066634569,-0.7326868208148931,-0.8229472983780415,0.017670295471378744,0.28049201506072696,0.05040915398850436,2016-07-01 10:00:00
-0.5520070516567489,-0.6120306079739275,-0.7517872455840193,-0.8673385981234986,0.017670295471378744,0.28049201506072696,0.05040915398850436,2016-07-01 11:00:00
-0.12707967493964228,0.15490077897084883,-0.46557617145648217,0.18944060337009844,0.033615096612458845,0.28049201506072696,0.031461815735087974,2016-07-01 12:00:00
-0.43180228348453287,-0.08250341210469476,-0.6452516338608546,-0.03284730810251112,0.04288031507894249,0.28049201506072696,-0.02546663686097411,2016-07-01 13:00:00
-0.15119707701481355,0.22793147819352874,-0.47672800457929754,0.29578112785765814,0.022195151685666558,0.28049201506072696,-0.006475997367902872,2016-07-01 14:00:00
-0.11913619273631817,0.2645558729115019,-0.4480773674256083,0.4468443648360004,0.017670295471378744,0.28049201506072696,-0.006475997367902872,2016-07-01 15:00:00
-0.0629575412993611,0.28264987610573933,-0.4242313662051361,0.43789969596501377,0.06593563391225687,0.28049201506072696,-0.006475997367902872,2016-07-01 16:00:00
0.05724686178956587,0.2462435716010318,-0.4369255343027929,0.2513898281122014,0.3277320091580748,0.28049201506072696,-0.025423500264816355,2016-07-01 17:00:00
0.11342551322652294,0.37399287663888975,-0.42897694265648206,0.3580617653450869,0.3277320091580748,0.28049201506072696,-0.025423500264816355,2016-07-01 18:00:00
